Manuf,Vendor Part No,Description,List Price
Palo Alto Networks,PAN-ENT-SUB-ELA-MM-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier MM",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-NN-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier NN",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-OO-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier OO",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-PP-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier PP",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-QQ-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier QQ",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-RR-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier RR",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-SS-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier SS",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-TT-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier TT",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-UU-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier UU",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-VV-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier VV",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-WW-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier WW",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-XX-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier XX",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-YY-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier YY",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-ZZ-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier ZZ",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AB-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier AB",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AC-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier AC",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AD-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier AD",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AE-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier AE",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AF-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier AF",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AG-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier AG",0.0000
Palo Alto Networks,PAN-ENT-SUB-ELA-AH-5YR,"Enterprise License Agreement, TP, PANDB URL, WF, GP, 5 year, Tier AH",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-A-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier A",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-B-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier B",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-C-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier C",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-D-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier D",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-E-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier E",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-F-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier F",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-G-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier G",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-H-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier H",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-I-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier I",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-J-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier J",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-K-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier K",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-L-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier L",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-M-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier M",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-N-5YR,"Enterprise Support Agreement, 5 year Premium Support, Tier N",0.0000
,,,
Palo Alto Networks,PAN-ENT-PREM-ESA-O-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier O",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-P-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier P",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-Q-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier Q",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-R-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier R",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-S-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier S",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-T-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier T",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-U-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier U",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-V-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier V",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-W-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier W",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-X-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a TAM, Tier X",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-Y-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier Y",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-Z-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier Z",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AA-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier AA",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-BB-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier BB",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-CC-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier CC",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-DD-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier DD",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-EE-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier EE",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-FF-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier FF",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-GG-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier GG",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-HH-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier HH",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-II-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier II",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-JJ-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier JJ",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-KK-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier KK",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-LL-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier LL",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-MM-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus, Tier MM",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-NN-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier NN",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-OO-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier OO",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-PP-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier PP",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-QQ-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier QQ",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-RR-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier RR",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-SS-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier SS",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-TT-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier TT",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-UU-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier UU",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-VV-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier VV",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-WW-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier WW",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-XX-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier XX",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-YY-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier YY",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-ZZ-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes a Premium Plus x2, Tier ZZ",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AB-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes Premium Plus, Tier AB",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AC-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes Premium Plus, Tier AC",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AD-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes Premium Plus, Tier AD",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AE-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes Premium Plus, Tier AE",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AF-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes Premium Plus, Tier AF",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AG-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes Premium Plus, Tier AG",0.0000
Palo Alto Networks,PAN-ENT-PREM-ESA-AH-5YR,"Enterprise Support Agreement, 5 years Premium Support, includes Premium Plus, Tier AH",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-A-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier A",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-B-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier B",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-C-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier C",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-D-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier D",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-E-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier E",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-F-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier F",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-G-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier G",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-H-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier H",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-I-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier I",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-J-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier J",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-K-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier K",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-L-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier L",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-M-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier M",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-N-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, Tier N",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-O-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier O",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-P-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier P",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-Q-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier Q",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-R-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier R",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-S-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier S",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-T-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier T",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-U-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier U",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-V-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier V",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-W-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier W",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-X-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a TAM, Tier X",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-Y-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier Y",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-Z-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier Z",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AA-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier AA",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-BB-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier BB",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-CC-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier CC",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-DD-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier DD",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-EE-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier EE",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-FF-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier FF",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-GG-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier GG",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-HH-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier HH",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-II-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier II",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-JJ-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier JJ",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-KK-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier KK",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-LL-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier LL",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-MM-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus, Tier MM",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-NN-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier NN",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-OO-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier OO",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-PP-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier PP",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-QQ-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier QQ",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-RR-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier RR",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-SS-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier SS",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-TT-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier TT",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-UU-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier UU",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-VV-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier VV",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-WW-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier WW",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-XX-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier XX",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-YY-5YR,"Enterprise Support Agreement, 5 year US Government Premium Support, includes a Premium Plus x2, Tier YY",0.0000
,,,
Palo Alto Networks,PAN-ENT-USG-ESA-ZZ-5YR,"Enterprise Support Agreement, 5 years US Government Premium Support, includes Premium Plus x2, Tier ZZ",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AB-5YR,"Enterprise Support Agreement, 5 years US Government Premium Support, includes Premium Plus, Tier AB",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AC-5YR,"Enterprise Support Agreement, 5 years US Government Premium Support, includes Premium Plus, Tier AC",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AD-5YR,"Enterprise Support Agreement, 5 years US Government Premium Support, includes Premium Plus, Tier AD",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AE-5YR,"Enterprise Support Agreement, 5 years US Government Premium Support, includes Premium Plus, Tier AE",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AF-5YR,"Enterprise Support Agreement, 5 years US Government Premium Support, includes Premium Plus, Tier AF",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AG-5YR,"Enterprise Support Agreement, 5 years US Government Premium Support, includes Premium Plus, Tier AG",0.0000
Palo Alto Networks,PAN-ENT-USG-ESA-AH-5YR,"Enterprise Support Agreement, 5 years US Government Premium Support, includes Premium Plus, Tier AH",0.0000
Palo Alto Networks,PAN-3.5IN-HDD-8TB-PAIR,"3.5 inch spare 8TB HDD Raid certified drives for M-200 and M-600, shipped in pair",5200.0000
Palo Alto Networks,PAN-M-200-ACC,M-200 Spare accessory kit,50.0000
Palo Alto Networks,PAN-M-200-BOX-SET,M-200 spare shipping boxes - 5 cartons,100.0000
Palo Alto Networks,PAN-M-200-PKG-SET,"M-200 spare packaging set - 1 each of ESD unit bag, foam set, insert tray, and shipping box",100.0000
Palo Alto Networks,PAN-M-200-RCK,"M-200 spare rack mount kit, holds one device (supports 4 post racks)",150.0000
Palo Alto Networks,PAN-M-600-ACC,Hardware M-600 Spare accessory kit,50.0000
